provinceid,provincename,cityid,cityname,confirmed,suspected,dead,cured,updatetime
10,海南,169,陵水,5,0,0,0,02/01
10,海南,169,陵水,5,0,0,0,02/02
10,海南,169,陵水,5,0,0,0,02/03
10,海南,169,陵水,5,0,0,0,02/04
10,海南,169,陵水,4,0,0,0,02/05
10,海南,169,陵水,4,0,0,0,02/06
10,海南,169,陵水,4,0,0,0,02/07
10,海南,169,陵水,4,0,0,0,02/08
10,海南,173,昌江,1,0,0,0,01/31
10,海南,173,昌江,1,0,0,0,02/01
10,海南,173,昌江,1,0,0,0,02/02
10,海南,173,昌江,3,0,0,0,02/03
10,海南,173,昌江,3,0,0,0,02/04
10,海南,173,昌江,3,0,0,0,02/05
10,海南,173,昌江,3,0,0,0,02/06
10,海南,173,昌江,4,0,0,0,02/07
10,海南,173,昌江,5,0,0,0,02/08
10,海南,174,东方,1,0,0,0,01/28
10,海南,174,东方,1,0,0,0,01/29
10,海南,174,东方,1,0,0,0,01/30
10,海南,174,东方,1,0,0,0,01/31
10,海南,174,东方,1,0,0,0,02/01
10,海南,174,东方,1,0,0,0,02/02
10,海南,174,东方,1,0,0,0,02/03
10,海南,174,东方,2,0,0,0,02/04
10,海南,174,东方,2,0,0,0,02/05
10,海南,174,东方,3,0,0,0,02/06
10,海南,174,东方,3,0,0,0,02/07
10,海南,174,东方,3,0,0,0,02/08
10,海南,179,定安,1,0,0,0,01/31
10,海南,179,定安,1,0,0,0,02/01
10,海南,179,定安,1,0,0,0,02/02
10,海南,179,定安,1,0,0,0,02/03
10,海南,179,定安,3,0,0,0,02/04
10,海南,179,定安,3,0,0,0,02/05
10,海南,179,定安,3,0,0,0,02/06
10,海南,179,定安,3,0,0,0,02/07
10,海南,179,定安,3,0,0,0,02/08
10,海南,180,文昌,1,0,0,0,02/03
10,海南,180,文昌,1,0,0,0,02/04
10,海南,180,文昌,1,0,0,0,02/05
10,海南,180,文昌,3,0,0,0,02/06
10,海南,180,文昌,3,0,0,0,02/07
10,海南,180,文昌,3,0,0,0,02/08
10,海南,168,保亭,2,0,0,0,02/05
10,海南,168,保亭,2,0,0,0,02/06
10,海南,168,保亭,2,0,0,0,02/07
10,海南,168,保亭,2,0,0,0,02/08
10,海南,171,琼中,1,0,0,0,01/28
10,海南,171,琼中,1,0,0,0,01/29
10,海南,171,琼中,1,0,0,0,01/30
10,海南,171,琼中,1,0,0,0,01/31
10,海南,171,琼中,1,0,0,0,02/01
10,海南,171,琼中,1,0,0,0,02/02
10,海南,171,琼中,1,0,0,0,02/03
10,海南,171,琼中,1,0,0,0,02/04
10,海南,171,琼中,1,0,0,0,02/05
10,海南,171,琼中,1,0,0,0,02/06
10,海南,171,琼中,1,0,0,0,02/07
10,海南,171,琼中,1,0,0,0,02/08
10,海南,166,乐东,1,0,0,0,01/31
10,海南,166,乐东,1,0,0,0,02/01
10,海南,166,乐东,1,0,0,0,02/02
10,海南,166,乐东,1,0,0,0,02/03
10,海南,166,乐东,1,0,0,0,02/04
10,海南,166,乐东,1,0,0,0,02/05
10,海南,166,乐东,1,0,0,0,02/06
10,海南,166,乐东,1,0,0,0,02/07
10,海南,166,乐东,1,0,0,0,02/08
22,山西,22,全省,1,1,0,0,01/22
22,山西,22,全省,1,22,0,0,01/23
22,山西,22,全省,6,19,0,0,01/24
22,山西,22,全省,9,28,0,0,01/25
22,山西,22,全省,13,57,0,0,01/26
22,山西,22,全省,20,44,0,0,01/27
22,山西,22,全省,27,41,0,0,01/28
22,山西,22,全省,35,54,0,1,01/29
22,山西,22,全省,39,67,0,1,01/30
22,山西,22,全省,47,75,0,1,01/31
22,山西,22,全省,56,64,0,1,02/01
22,山西,22,全省,66,64,0,2,02/02
22,山西,22,全省,74,62,0,2,02/03
22,山西,22,全省,81,42,0,4,02/04
22,山西,22,全省,90,42,0,5,02/05
22,山西,22,全省,96,54,0,12,02/06
22,山西,22,全省,104,58,0,15,02/07
22,山西,332,晋中,2,0,0,0,01/26
22,山西,332,晋中,2,0,0,0,01/27
22,山西,332,晋中,5,0,0,0,01/28
22,山西,332,晋中,9,0,0,0,01/29
22,山西,332,晋中,9,0,0,0,01/30
22,山西,332,晋中,9,0,0,0,01/31
22,山西,332,晋中,11,0,0,0,02/01
22,山西,332,晋中,13,0,0,0,02/02
22,山西,332,晋中,15,0,0,0,02/03
22,山西,332,晋中,19,0,0,2,02/04
22,山西,332,晋中,21,0,0,2,02/05
22,山西,332,晋中,26,0,0,5,02/06
22,山西,332,晋中,27,0,0,5,02/07
22,山西,332,晋中,30,0,0,6,02/08
22,山西,328,运城,2,0,0,0,01/26
22,山西,328,运城,2,0,0,0,01/27
22,山西,328,运城,3,0,0,0,01/28
22,山西,328,运城,4,0,0,0,01/29
22,山西,328,运城,7,0,0,0,01/30
22,山西,328,运城,8,0,0,0,01/31
22,山西,328,运城,10,0,0,0,02/01
22,山西,328,运城,10,0,0,1,02/02
22,山西,328,运城,13,0,0,1,02/03
22,山西,328,运城,16,0,0,1,02/04
22,山西,328,运城,17,0,0,1,02/05
22,山西,328,运城,17,0,0,1,02/06
22,山西,328,运城,17,0,0,1,02/07
22,山西,328,运城,17,0,0,4,02/08
22,山西,338,大同,1,0,0,0,01/26
22,山西,338,大同,1,0,0,0,01/27
22,山西,338,大同,1,0,0,0,01/28
22,山西,338,大同,3,0,0,0,01/29
22,山西,338,大同,4,0,0,0,01/30
22,山西,338,大同,5,0,0,0,01/31
22,山西,338,大同,6,0,0,0,02/01
22,山西,338,大同,8,0,0,0,02/02
22,山西,338,大同,9,0,0,0,02/03
22,山西,338,大同,9,0,0,0,02/04
22,山西,338,大同,9,0,0,0,02/05
22,山西,338,大同,9,0,0,0,02/06
22,山西,338,大同,9,0,0,3,02/07
22,山西,338,大同,10,0,0,3,02/08
22,山西,338,大同,10,0,0,3,02/09
22,山西,334,太原,2,0,0,0,01/26
22,山西,334,太原,2,0,0,0,01/27
22,山西,334,太原,3,0,0,0,01/28
22,山西,334,太原,3,0,0,1,01/29
22,山西,334,太原,3,0,0,1,01/30
22,山西,334,太原,4,0,0,1,01/31
22,山西,334,太原,4,0,0,1,02/01
22,山西,334,太原,6,0,0,1,02/02
22,山西,334,太原,6,0,0,1,02/03
22,山西,334,太原,6,0,0,1,02/04
22,山西,334,太原,9,0,0,1,02/05
22,山西,334,太原,9,0,0,1,02/06
22,山西,334,太原,11,0,0,1,02/07
22,山西,334,太原,12,0,0,1,02/08
22,山西,334,太原,12,0,0,1,02/09
22,山西,329,晋城,2,0,0,0,02/01
22,山西,329,晋城,3,0,0,0,02/02
22,山西,329,晋城,6,0,0,0,02/03
22,山西,329,晋城,7,0,0,0,02/04
22,山西,329,晋城,7,0,0,0,02/05
22,山西,329,晋城,7,0,0,0,02/06
22,山西,329,晋城,8,0,0,0,02/07
22,山西,329,晋城,8,0,0,2,02/08
22,山西,329,晋城,8,0,0,2,02/09
22,山西,333,吕梁,1,0,0,0,01/27
22,山西,333,吕梁,3,0,0,0,01/28
22,山西,333,吕梁,3,0,0,0,01/29
22,山西,333,吕梁,4,0,0,0,01/30
22,山西,333,吕梁,5,0,0,0,01/31
22,山西,333,吕梁,5,0,0,0,02/01
22,山西,333,吕梁,5,0,0,0,02/02
22,山西,333,吕梁,5,0,0,0,02/03
22,山西,333,吕梁,5,0,0,0,02/04
22,山西,333,吕梁,5,0,0,1,02/05
22,山西,333,吕梁,6,0,0,3,02/06
22,山西,333,吕梁,6,0,0,3,02/07
22,山西,333,吕梁,6,0,0,3,02/08
22,山西,333,吕梁,6,0,0,3,02/09
22,山西,331,长治,1,0,0,0,01/26
22,山西,331,长治,1,0,0,0,01/27
22,山西,331,长治,1,0,0,0,01/28
22,山西,331,长治,1,0,0,0,01/29
22,山西,331,长治,3,0,0,0,01/30
22,山西,331,长治,3,0,0,0,01/31
22,山西,331,长治,3,0,0,0,02/01
22,山西,331,长治,3,0,0,0,02/02
22,山西,331,长治,3,0,0,0,02/03
22,山西,331,长治,3,0,0,0,02/04
22,山西,331,长治,3,0,0,0,02/05
22,山西,331,长治,5,0,0,0,02/06
22,山西,331,长治,5,0,0,0,02/07
22,山西,331,长治,5,0,0,0,02/08
22,山西,331,长治,5,0,0,0,02/09
22,山西,337,朔州,2,0,0,0,01/27
22,山西,337,朔州,2,0,0,0,01/28
22,山西,337,朔州,2,0,0,0,01/29
22,山西,337,朔州,3,0,0,0,01/30
22,山西,337,朔州,3,0,0,0,01/31
22,山西,337,朔州,3,0,0,0,02/01
22,山西,337,朔州,3,0,0,0,02/02
22,山西,337,朔州,3,0,0,0,02/03
22,山西,337,朔州,3,0,0,0,02/04
22,山西,337,朔州,4,0,0,0,02/05
22,山西,337,朔州,4,0,0,1,02/06
22,山西,337,朔州,4,0,0,1,02/07
22,山西,337,朔州,4,0,0,1,02/08
22,山西,337,朔州,4,0,0,1,02/09
22,山西,335,阳泉,1,0,0,0,01/26
22,山西,335,阳泉,1,0,0,0,01/27
22,山西,335,阳泉,1,0,0,0,01/28
22,山西,335,阳泉,1,0,0,0,01/29
22,山西,335,阳泉,1,0,0,0,01/30
22,山西,335,阳泉,1,0,0,0,01/31
22,山西,335,阳泉,1,0,0,0,02/01
22,山西,335,阳泉,1,0,0,0,02/02
22,山西,335,阳泉,2,0,0,0,02/03
22,山西,335,阳泉,2,0,0,0,02/04
22,山西,335,阳泉,2,0,0,0,02/05
22,山西,335,阳泉,3,0,0,0,02/06
22,山西,335,阳泉,4,0,0,0,02/07
22,山西,335,阳泉,4,0,0,0,02/08
22,山西,335,阳泉,4,0,0,0,02/09
22,山西,336,忻州,1,0,0,0,02/01
22,山西,336,忻州,3,0,0,0,02/02
22,山西,336,忻州,3,0,0,0,02/03
22,山西,336,忻州,3,0,0,0,02/04
22,山西,336,忻州,3,0,0,0,02/05
22,山西,336,忻州,3,0,0,0,02/06
22,山西,336,忻州,3,0,0,0,02/07
22,山西,336,忻州,6,0,0,0,02/08
22,山西,336,忻州,6,0,0,0,02/09
22,山西,330,临汾,1,0,0,0,01/27
22,山西,330,临汾,1,0,0,0,01/28
22,山西,330,临汾,1,0,0,0,01/29
22,山西,330,临汾,1,0,0,0,01/30
22,山西,330,临汾,1,0,0,0,01/31
22,山西,330,临汾,1,0,0,0,02/01
22,山西,330,临汾,1,0,0,0,02/02
22,山西,330,临汾,1,0,0,0,02/03
22,山西,330,临汾,1,0,0,0,02/04
22,山西,330,临汾,1,0,0,0,02/05
22,山西,330,临汾,1,0,0,1,02/06
22,山西,330,临汾,2,0,0,1,02/07
22,山西,330,临汾,2,0,0,1,02/08
22,山西,330,临汾,2,0,0,1,02/09
18,辽宁,18,全省,2,0,0,0,01/22
18,辽宁,18,全省,4,0,0,0,01/23
18,辽宁,18,全省,12,0,0,0,01/24
18,辽宁,18,全省,17,24,0,0,01/25
18,辽宁,18,全省,22,40,0,0,01/26
18,辽宁,18,全省,27,52,0,0,01/27
18,辽宁,18,全省,36,72,0,0,01/28
18,辽宁,18,全省,39,85,0,1,01/29
18,辽宁,18,全省,45,89,0,1,01/30
18,辽宁,18,全省,60,122,0,1,01/31
18,辽宁,18,全省,64,116,0,1,02/01
18,辽宁,18,全省,70,113,0,1,02/02
18,辽宁,18,全省,74,120,0,1,02/03
18,辽宁,18,全省,81,127,0,2,02/04
18,辽宁,18,全省,89,143,0,4,02/05
18,辽宁,18,全省,94,169,0,5,02/06
18,辽宁,18,全省,99,226,0,7,02/07
18,辽宁,291,沈阳,6,0,0,0,01/26
18,辽宁,291,沈阳,7,0,0,0,01/27
18,辽宁,291,沈阳,8,0,0,0,01/28
18,辽宁,291,沈阳,9,0,0,0,01/29
18,辽宁,291,沈阳,9,0,0,0,01/30
18,辽宁,291,沈阳,13,0,0,0,01/31
18,辽宁,291,沈阳,13,0,0,0,02/01
18,辽宁,291,沈阳,17,0,0,0,02/02
18,辽宁,291,沈阳,15,0,0,0,02/03
18,辽宁,291,沈阳,18,0,0,0,02/04
18,辽宁,291,沈阳,23,0,0,1,02/05
18,辽宁,291,沈阳,23,0,0,1,02/06
18,辽宁,291,沈阳,25,0,0,2,02/07
18,辽宁,291,沈阳,26,0,0,3,02/08
18,辽宁,291,沈阳,26,0,0,3,02/09
18,辽宁,283,大连,4,0,0,0,01/26
18,辽宁,283,大连,5,0,0,0,01/27
18,辽宁,283,大连,5,0,0,0,01/28
18,辽宁,283,大连,5,0,0,1,01/29
18,辽宁,283,大连,5,0,0,1,01/30
18,辽宁,283,大连,8,0,0,1,01/31
18,辽宁,283,大连,10,0,0,1,02/01
18,辽宁,283,大连,12,0,0,1,02/02
18,辽宁,283,大连,12,0,0,1,02/03
18,辽宁,283,大连,13,0,0,2,02/04
18,辽宁,283,大连,14,0,0,3,02/05
18,辽宁,283,大连,14,0,0,3,02/06
18,辽宁,283,大连,14,0,0,3,02/07
18,辽宁,283,大连,16,0,0,3,02/08
18,辽宁,283,大连,16,0,0,3,02/09
18,辽宁,281,盘锦,1,0,0,0,01/26
18,辽宁,281,盘锦,2,0,0,0,01/27
18,辽宁,281,盘锦,2,0,0,0,01/28
18,辽宁,281,盘锦,2,0,0,0,01/29
18,辽宁,281,盘锦,3,0,0,0,01/30
18,辽宁,281,盘锦,7,0,0,0,01/31
18,辽宁,281,盘锦,7,0,0,0,02/01
18,辽宁,281,盘锦,6,0,0,0,02/02
18,辽宁,281,盘锦,8,0,0,0,02/03
18,辽宁,281,盘锦,8,0,0,0,02/04
18,辽宁,281,盘锦,8,0,0,0,02/05
18,辽宁,281,盘锦,11,0,0,0,02/06
18,辽宁,281,盘锦,11,0,0,0,02/07
18,辽宁,281,盘锦,11,0,0,0,02/08
18,辽宁,281,盘锦,11,0,0,0,02/09
18,辽宁,285,丹东,1,0,0,0,01/26
18,辽宁,285,丹东,4,0,0,0,01/27
18,辽宁,285,丹东,5,0,0,0,01/28
18,辽宁,285,丹东,5,0,0,0,01/29
18,辽宁,285,丹东,5,0,0,0,01/30
18,辽宁,285,丹东,5,0,0,0,01/31
18,辽宁,285,丹东,6,0,0,0,02/01
18,辽宁,285,丹东,6,0,0,0,02/02
18,辽宁,285,丹东,6,0,0,0,02/03
18,辽宁,285,丹东,6,0,0,0,02/04
18,辽宁,285,丹东,7,0,0,0,02/05
18,辽宁,285,丹东,7,0,0,1,02/06
18,辽宁,285,丹东,7,0,0,1,02/07
18,辽宁,285,丹东,7,0,0,1,02/08
18,辽宁,285,丹东,7,0,0,1,02/09
18,辽宁,289,阜新,1,0,0,0,01/31
18,辽宁,289,阜新,2,0,0,0,02/01
18,辽宁,289,阜新,3,0,0,0,02/02
18,辽宁,289,阜新,5,0,0,0,02/03
18,辽宁,289,阜新,7,0,0,0,02/04
18,辽宁,289,阜新,7,0,0,0,02/05
18,辽宁,289,阜新,7,0,0,0,02/06
18,辽宁,289,阜新,7,0,0,0,02/07
18,辽宁,289,阜新,7,0,0,0,02/08
18,辽宁,289,阜新,7,0,0,0,02/09
18,辽宁,279,锦州,4,0,0,0,01/28
18,辽宁,279,锦州,4,0,0,0,01/29
18,辽宁,279,锦州,4,0,0,0,01/30
18,辽宁,279,锦州,7,0,0,0,01/31
18,辽宁,279,锦州,7,0,0,0,02/01
18,辽宁,279,锦州,7,0,0,0,02/02
18,辽宁,279,锦州,7,0,0,0,02/03
18,辽宁,279,锦州,7,0,0,0,02/04
18,辽宁,279,锦州,7,0,0,0,02/05
18,辽宁,279,锦州,7,0,0,0,02/06
18,辽宁,279,锦州,8,0,0,1,02/07
18,辽宁,279,锦州,10,0,0,1,02/08
18,辽宁,279,锦州,10,0,0,1,02/09
18,辽宁,280,葫芦岛,2,0,0,0,01/26
18,辽宁,280,葫芦岛,2,0,0,0,01/27
18,辽宁,280,葫芦岛,2,0,0,0,01/28
18,辽宁,280,葫芦岛,4,0,0,0,01/29
18,辽宁,280,葫芦岛,4,0,0,0,01/30
18,辽宁,280,葫芦岛,5,0,0,0,01/31
18,辽宁,280,葫芦岛,5,0,0,0,02/01
18,辽宁,280,葫芦岛,5,0,0,0,02/02
18,辽宁,280,葫芦岛,5,0,0,0,02/03
18,辽宁,280,葫芦岛,6,0,0,0,02/04
18,辽宁,280,葫芦岛,7,0,0,0,02/05
18,辽宁,280,葫芦岛,7,0,0,0,02/06
18,辽宁,280,葫芦岛,9,0,0,0,02/07
18,辽宁,280,葫芦岛,9,0,0,0,02/08
18,辽宁,280,葫芦岛,9,0,0,0,02/09
18,辽宁,278,朝阳,2,0,0,0,01/26
18,辽宁,278,朝阳,2,0,0,0,01/27
18,辽宁,278,朝阳,2,0,0,0,01/28
18,辽宁,278,朝阳,4,0,0,0,01/29
18,辽宁,278,朝阳,4,0,0,0,01/30
18,辽宁,278,朝阳,6,0,0,0,01/31
18,辽宁,278,朝阳,6,0,0,0,02/01
18,辽宁,278,朝阳,6,0,0,0,02/02
18,辽宁,278,朝阳,6,0,0,0,02/03
18,辽宁,278,朝阳,6,0,0,0,02/04
18,辽宁,278,朝阳,6,0,0,0,02/05
18,辽宁,278,朝阳,6,0,0,0,02/06
18,辽宁,278,朝阳,6,0,0,0,02/07
18,辽宁,278,朝阳,6,0,0,0,02/08
18,辽宁,278,朝阳,6,0,0,0,02/09
18,辽宁,286,本溪,2,0,0,0,01/26
18,辽宁,286,本溪,2,0,0,0,01/27
18,辽宁,286,本溪,2,0,0,0,01/28
18,辽宁,286,本溪,2,0,0,0,01/29
18,辽宁,286,本溪,3,0,0,0,01/30
18,辽宁,286,本溪,3,0,0,0,01/31
18,辽宁,286,本溪,3,0,0,0,02/01
18,辽宁,286,本溪,3,0,0,0,02/02
18,辽宁,286,本溪,3,0,0,0,02/03
18,辽宁,286,本溪,3,0,0,0,02/04
18,辽宁,286,本溪,3,0,0,0,02/05
18,辽宁,286,本溪,3,0,0,0,02/06
18,辽宁,286,本溪,3,0,0,0,02/07
18,辽宁,286,本溪,3,0,0,0,02/08
18,辽宁,286,本溪,3,0,0,0,02/09
18,辽宁,288,铁岭,2,0,0,0,01/26
18,辽宁,288,铁岭,2,0,0,0,01/27
18,辽宁,288,铁岭,2,0,0,0,01/28
18,辽宁,288,铁岭,2,0,0,0,01/29
18,辽宁,288,铁岭,2,0,0,0,01/30
18,辽宁,288,铁岭,2,0,0,0,01/31
18,辽宁,288,铁岭,2,0,0,0,02/01
18,辽宁,288,铁岭,2,0,0,0,02/02
18,辽宁,288,铁岭,3,0,0,0,02/03
18,辽宁,288,铁岭,3,0,0,0,02/04
18,辽宁,288,铁岭,3,0,0,0,02/05
18,辽宁,288,铁岭,3,0,0,0,02/06
18,辽宁,288,铁岭,3,0,0,0,02/07
18,辽宁,288,铁岭,3,0,0,0,02/08
18,辽宁,288,铁岭,3,0,0,0,02/09
18,辽宁,290,辽阳,1,0,0,0,01/28
18,辽宁,290,辽阳,1,0,0,0,01/29
18,辽宁,290,辽阳,1,0,0,0,01/30
18,辽宁,290,辽阳,1,0,0,0,01/31
18,辽宁,290,辽阳,1,0,0,0,02/01
18,辽宁,290,辽阳,2,0,0,0,02/02
18,辽宁,290,辽阳,2,0,0,0,02/03
18,辽宁,290,辽阳,2,0,0,0,02/04
18,辽宁,290,辽阳,2,0,0,0,02/05
18,辽宁,290,辽阳,2,0,0,0,02/06
18,辽宁,290,辽阳,2,0,0,0,02/07
18,辽宁,290,辽阳,3,0,0,0,02/08
18,辽宁,290,辽阳,3,0,0,0,02/09
18,辽宁,282,营口,1,0,0,0,01/26
18,辽宁,282,营口,1,0,0,0,01/27
18,辽宁,282,营口,1,0,0,0,01/28
18,辽宁,282,营口,1,0,0,0,01/29
18,辽宁,282,营口,1,0,0,0,01/30
18,辽宁,282,营口,1,0,0,0,01/31
18,辽宁,282,营口,1,0,0,0,02/01
18,辽宁,282,营口,1,0,0,0,02/02
18,辽宁,282,营口,1,0,0,0,02/03
18,辽宁,282,营口,1,0,0,0,02/04
18,辽宁,282,营口,1,0,0,0,02/05
18,辽宁,282,营口,1,0,0,0,02/06
18,辽宁,282,营口,1,0,0,0,02/07
18,辽宁,282,营口,1,0,0,0,02/08
18,辽宁,282,营口,1,0,0,0,02/09
18,辽宁,284,鞍山,1,0,0,0,01/31
18,辽宁,284,鞍山,1,0,0,0,02/01
18,辽宁,284,鞍山,1,0,0,0,02/02
18,辽宁,284,鞍山,1,0,0,0,02/03
18,辽宁,284,鞍山,1,0,0,0,02/04
18,辽宁,284,鞍山,1,0,0,0,02/05
18,辽宁,284,鞍山,3,0,0,0,02/06
18,辽宁,284,鞍山,3,0,0,0,02/07
18,辽宁,284,鞍山,3,0,0,0,02/08
18,辽宁,284,鞍山,3,0,0,0,02/09
9,贵州,9,全省,3,0,0,0,01/22
9,贵州,9,全省,3,0,0,0,01/23
9,贵州,9,全省,4,0,0,0,01/24
9,贵州,9,全省,5,2,0,0,01/25
9,贵州,9,全省,7,3,0,0,01/26
9,贵州,9,全省,9,1,0,0,01/27
9,贵州,9,全省,9,3,0,0,01/28
9,贵州,9,全省,12,6,0,1,01/29
9,贵州,9,全省,15,75,0,1,01/30
9,贵州,9,全省,29,67,0,2,01/31
9,贵州,9,全省,38,59,0,2,02/01
9,贵州,9,全省,46,41,0,2,02/02
9,贵州,9,全省,56,33,0,2,02/03
9,贵州,9,全省,64,33,0,2,02/04
9,贵州,9,全省,69,37,1,9,02/05
9,贵州,9,全省,77,54,1,6,02/06
9,贵州,9,全省,89,61,1,6,02/07
9,贵州,159,贵阳,1,0,0,0,01/26
9,贵州,159,贵阳,1,0,0,0,01/27
9,贵州,159,贵阳,1,0,0,0,01/28
9,贵州,159,贵阳,1,0,0,1,01/29
9,贵州,159,贵阳,1,0,0,1,01/30
9,贵州,159,贵阳,4,0,0,1,01/31
9,贵州,159,贵阳,4,0,0,1,02/01
9,贵州,159,贵阳,6,0,0,1,02/02
9,贵州,159,贵阳,7,0,0,1,02/03
9,贵州,159,贵阳,10,0,0,1,02/04
9,贵州,159,贵阳,12,0,0,4,02/05
9,贵州,159,贵阳,15,0,0,1,02/06
9,贵州,159,贵阳,18,0,0,1,02/07
9,贵州,159,贵阳,18,0,0,1,02/08
9,贵州,159,贵阳,18,0,0,1,02/09
9,贵州,158,毕节,1,0,0,0,01/30
9,贵州,158,毕节,3,0,0,0,01/31
9,贵州,158,毕节,3,0,0,0,02/01
9,贵州,158,毕节,4,0,0,0,02/02
9,贵州,158,毕节,4,0,0,0,02/03
9,贵州,158,毕节,9,0,0,0,02/04
9,贵州,158,毕节,11,0,0,0,02/05
9,贵州,158,毕节,13,0,0,0,02/06
9,贵州,158,毕节,17,0,0,0,02/07
9,贵州,158,毕节,21,0,0,0,02/08
9,贵州,158,毕节,21,0,0,0,02/09
9,贵州,156,遵义,1,0,0,0,01/30
9,贵州,156,遵义,4,0,0,0,01/31
9,贵州,156,遵义,4,0,0,0,02/01
9,贵州,156,遵义,5,0,0,0,02/02
9,贵州,156,遵义,8,0,0,0,02/03
9,贵州,156,遵义,9,0,0,0,02/04
9,贵州,156,遵义,9,0,0,0,02/05
9,贵州,156,遵义,11,0,0,0,02/06
9,贵州,156,遵义,12,0,0,0,02/07
9,贵州,156,遵义,15,0,0,1,02/08
9,贵州,156,遵义,15,0,0,1,02/09
9,贵州,162,六盘水,1,0,0,0,01/27
9,贵州,162,六盘水,1,0,0,0,01/28
9,贵州,162,六盘水,1,0,0,0,01/29
9,贵州,162,六盘水,1,0,0,0,01/30
9,贵州,162,六盘水,8,0,0,0,01/31
9,贵州,162,六盘水,8,0,0,0,02/01
9,贵州,162,六盘水,8,0,0,0,02/02
9,贵州,162,六盘水,9,0,0,0,02/03
9,贵州,162,六盘水,9,0,0,0,02/04
9,贵州,162,六盘水,9,0,1,0,02/05
9,贵州,162,六盘水,9,0,1,0,02/06
9,贵州,162,六盘水,9,0,1,0,02/07
9,贵州,162,六盘水,9,0,1,0,02/08
9,贵州,162,六盘水,9,0,1,0,02/09
9,贵州,157,铜仁,2,0,0,0,01/26
9,贵州,157,铜仁,2,0,0,0,01/27
9,贵州,157,铜仁,2,0,0,0,01/28
9,贵州,157,铜仁,2,0,0,0,01/29
9,贵州,157,铜仁,2,0,0,0,01/30
9,贵州,157,铜仁,3,0,0,1,01/31
9,贵州,157,铜仁,3,0,0,1,02/01
9,贵州,157,铜仁,3,0,0,1,02/02
9,贵州,157,铜仁,6,0,0,1,02/03
9,贵州,157,铜仁,6,0,0,1,02/04
9,贵州,157,铜仁,6,0,0,2,02/05
9,贵州,157,铜仁,6,0,0,2,02/06
9,贵州,157,铜仁,6,0,0,2,02/07
9,贵州,157,铜仁,6,0,0,2,02/08
9,贵州,157,铜仁,6,0,0,2,02/09
9,贵州,160,黔南,1,0,0,0,01/26
9,贵州,160,黔南,2,0,0,0,01/27
9,贵州,160,黔南,4,0,0,0,01/28
9,贵州,160,黔南,4,0,0,0,01/29
9,贵州,160,黔南,4,0,0,0,01/30
9,贵州,160,黔南,4,0,0,0,01/31
9,贵州,160,黔南,4,0,0,0,02/01
9,贵州,160,黔南,5,0,0,0,02/02
9,贵州,160,黔南,5,0,0,0,02/03
9,贵州,160,黔南,6,0,0,0,02/04
9,贵州,160,黔南,6,0,0,3,02/05
9,贵州,160,黔南,6,0,0,3,02/06
9,贵州,160,黔南,7,0,0,3,02/07
9,贵州,160,黔南,7,0,0,3,02/08
9,贵州,160,黔南,7,0,0,3,02/09
9,贵州,161,黔东南,1,0,0,0,01/30
9,贵州,161,黔东南,2,0,0,0,01/31
9,贵州,161,黔东南,2,0,0,0,02/01
9,贵州,161,黔东南,4,0,0,0,02/02
9,贵州,161,黔东南,4,0,0,0,02/03
9,贵州,161,黔东南,4,0,0,0,02/04
9,贵州,161,黔东南,5,0,0,0,02/05
9,贵州,161,黔东南,5,0,0,0,02/06
9,贵州,161,黔东南,5,0,0,0,02/07
9,贵州,161,黔东南,5,0,0,0,02/08
9,贵州,161,黔东南,5,0,0,0,02/09
9,贵州,163,安顺,2,0,0,0,02/02
9,贵州,163,安顺,2,0,0,0,02/03
9,贵州,163,安顺,2,0,0,0,02/04
9,贵州,163,安顺,3,0,0,0,02/05
9,贵州,163,安顺,3,0,0,0,02/06
9,贵州,163,安顺,4,0,0,0,02/07
9,贵州,163,安顺,4,0,0,0,02/08
9,贵州,163,安顺,4,0,0,0,02/09
9,贵州,164,黔西南,1,0,0,0,01/26
9,贵州,164,黔西南,1,0,0,0,01/27
9,贵州,164,黔西南,1,0,0,0,01/28
9,贵州,164,黔西南,1,0,0,0,01/29
9,贵州,164,黔西南,1,0,0,0,01/30
9,贵州,164,黔西南,1,0,0,0,01/31
9,贵州,164,黔西南,1,0,0,0,02/01
9,贵州,164,黔西南,1,0,0,0,02/02
9,贵州,164,黔西南,1,0,0,0,02/03
9,贵州,164,黔西南,3,0,0,0,02/04
9,贵州,164,黔西南,3,0,0,0,02/05
9,贵州,164,黔西南,3,0,0,0,02/06
9,贵州,164,黔西南,3,0,0,0,02/07
9,贵州,164,黔西南,4,0,0,0,02/08
9,贵州,164,黔西南,4,0,0,0,02/09
32,天津,32,全市,2,0,0,0,01/21
32,天津,32,全市,4,0,0,0,01/22
32,天津,32,全市,5,47,0,0,01/23
32,天津,32,全市,8,51,0,0,01/24
32,天津,32,全市,10,61,0,0,01/25
32,天津,32,全市,15,85,0,0,01/26
32,天津,32,全市,23,88,0,0,01/27
32,天津,32,全市,25,103,0,0,01/28
32,天津,32,全市,27,104,0,0,01/29
32,天津,32,全市,32,150,0,0,01/30
32,天津,32,全市,34,142,0,0,01/31
32,天津,32,全市,45,112,0,0,02/01
32,天津,32,全市,49,133,0,1,02/02
32,天津,32,全市,63,168,0,1,02/03
32,天津,32,全市,67,190,0,2,02/04
32,天津,32,全市,70,190,1,2,02/05
32,天津,32,全市,79,228,1,2,02/06
32,天津,32,全市,81,297,1,2,02/07
